Genus_species,Class,Familly,Genus,Species,Fishbase_url,English_name,French_name,Size,Size_ref,Mobility,Mobility_ref,Activity,Activity_ref,Schooling,Schooling_ref,Position,Position_ref,Diet,Diet_ref
Aphareus_furca,Actinopterygii,Lutjanidae,Aphareus,furca,https://www.fishbase.us/summary/Aphareus-furca.html,Blue smalltooth jobfish,Vivaneaux tidents,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Aphareus_rutilans,Actinopterygii,Lutjanidae,Aphareus,rutilans,https://www.fishbase.us/summary/Aphareus-rutilans.html,Rusty jobfish,Vivaneau lantanier,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Apogon_sp.,Actinopterygii,Apogonidae,Apogon,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Apolemichthys_trimaculatus,Actinopterygii,Pomacanthidae,Apolemichthys,trimaculatus,https://www.fishbase.us/summary/Apolemichthys-trimaculatus.html,Threespot angelfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Aprion_virescens,Actinopterygii,Lutjanidae,Aprion,virescens,https://www.fishbase.us/summary/Aprion-virescens.html,Green jobfish,Vivaneau job,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Argyrops_filamentosus,Actinopterygii,Sparidae,Argyrops,filamentosus,https://www.fishbase.us/summary/Argyrops-filamentosus.html,Soldier bream,Spare soldat,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Ariomma_brevimanum,Actinopterygii,Ariommatidae,Ariomma,brevimanum,https://www.fishbase.us/summary/Ariomma-brevimanum.html,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Arothron_caeruleopunctatus,Actinopterygii,Tetraodontidae,Arothron,caeruleopunctatus,https://www.fishbase.se/summary/Arothron-caeruleopunctatus.html,Blue-spotted puffer,,50.1-80cm,Fishbase,mobile_within_a_reef,as other sp in genus,diurnal,as other sp in genus,solitary,Fishbase,benthic,Fishbase,invertivorous-targeting-mobile-invertebrate,T Claverie educated guess
Arothron_hispidus,Actinopterygii,Tetraodontidae,Arothron,hispidus,https://www.fishbase.us/summary/Arothron-hispidus.html,Whitespotted puffer,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Arothron_immaculatus,Actinopterygii,Tetraodontidae,Arothron,immaculatus,https://www.fishbase.us/summary/Arothron-immaculatus.html,Blackedged blaasop,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Arothron_mappa,Actinopterygii,Tetraodontidae,Arothron,mappa,https://www.fishbase.us/summary/Arothron-mappa.html,Map blaasop,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Arothron_meleagris,Actinopterygii,Tetraodontidae,Arothron,meleagris,https://www.fishbase.us/summary/Arothron-meleagris.html,Guineafowl puffer,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Arothron_nigropunctatus,Actinopterygii,Tetraodontidae,Arothron,nigropunctatus,https://www.fishbase.us/summary/Arothron-nigropunctatus.html,Blackspotted puffer,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Arothron_stellatus,Actinopterygii,Tetraodontidae,Arothron,stellatus,https://www.fishbase.us/summary/Arothron-stellatus.html,Star puffer,,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Aspidontus_dussumieri,Actinopterygii,Blenniidae,Aspidontus,dussumieri,https://www.fishbase.us/summary/Aspidontus-dussumieri.html,Lance blenny,Blennie lance ,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Aspidontus_taeniatus,Actinopterygii,Blenniidae,Aspidontus,taeniatus,https://www.fishbase.us/summary/Aspidontus-taeniatus.html,False cleanerfish,Faux nettoyeur,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,omnivorous,https://doi.org/10.1098/rspb.2021.1712
Atherina_breviceps,Actinopterygii,Atherinidae,Atherina,breviceps,https://www.fishbase.us/summary/Atherina-breviceps.html,Cape silverside,,,NA,,NA,,NA,,NA,,NA,,NA
Atherinomorus_lacunosus,Actinopterygii,Atherinidae,Atherinomorus,lacunosus,https://www.fishbase.us/summary/Atherinomorus-lacunosus.html,Hardyhead silverside,,7.1-15cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Atule_mate,Actinopterygii,Carangidae,Atule,mate,https://www.fishbase.us/summary/Atule-mate.html,Yellowtail scad,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Aulostomus_chinensis,Actinopterygii,Aulostomidae,Aulostomus,chinensis,https://www.fishbase.us/summary/Aulostomus-chinensis.html,Trumpetfish,Poisson trompette,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Awaous_commersoni,Actinopterygii,Gobiidae,Awaous,commersoni,https://www.fishbase.us/summary/Awaous-commersoni.html,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Balistapus_undulatus,Actinopterygii,Balistidae,Balistapus,undulatus,https://www.fishbase.us/summary/Balistapus-undulatus.html,Orangestriped triggerfish,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Balistoides_conspicillum,Actinopterygii,Balistidae,Balistoides,conspicillum,https://www.fishbase.us/summary/Balistoides-conspicillum.html,Clown triggerfish,Baliste clown,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Balistoides_viridescens,Actinopterygii,Balistidae,Balistoides,viridescens,https://www.fishbase.us/summary/Balistoides-viridescens.html,Titan triggerfish,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Bathygobius_sp.,Actinopterygii,Gobiidae,Bathygobius,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Belonoperca_chabanaudi,Actinopterygii,Serranidae,Belonoperca,chabanaudi,https://www.fishbase.us/summary/Belonoperca-chabanaudi.html,Arrowhead soapfish,Poisson-savon de Chabanaud,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,bentho-pelagic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Blenniella_chrysospilos,Actinopterygii,Blenniidae,Blenniella,chrysospilos,https://www.fishbase.se/summary/Blenniella-chrysospilos.html,Orange-spotted blenny,,,NA,,NA,,NA,,NA,,NA,,NA
Bodianus_anthioides,Actinopterygii,Labridae,Bodianus,anthioides,https://www.fishbase.us/summary/Bodianus-anthioides.html,Lyretail hogfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Bodianus_axillaris,Actinopterygii,Labridae,Bodianus,axillaris,https://www.fishbase.us/summary/Bodianus-axillaris.html,Axilspot hogfish,Tamarin,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Bodianus_bilunulatus,Actinopterygii,Labridae,Bodianus,bilunulatus,https://www.fishbase.us/summary/Bodianus-bilunulatus.html,Saddleback hogfish,,50.1-80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Bodianus_diana,Actinopterygii,Labridae,Bodianus,diana,https://www.fishbase.us/summary/Bodianus-diana.html,Diana's hogfish,Labre Diane,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Bodianus_opercularis,Actinopterygii,Labridae,Bodianus,opercularis,https://www.fishbase.se/summary/Bodianus-opercularis.html,Blackspot hogfish,,15.1-30cm,Fishbase,mobile_within_a_reef,as other sp in genus,diurnal,as other sp in genus,solitary,as other sp in genus,benthic,Fishbase,invertivorous-targeting-mobile-invertebrate,Fishbase and other sp in genus
Bolbometopon_muricatum,Actinopterygii,Scaridae,Bolbometopon,muricatum,https://www.fishbase.us/summary/Bolbometopon-muricatum.html,Humphead parrotfish,Filambase,>80cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,20_50_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-sessile-invertebrates,https://doi.org/10.1098/rspb.2021.1712
Bothus_mancus,Actinopterygii,Bothidae,Bothus,mancus,https://www.fishbase.us/summary/Bothus-mancus.html,Flowery flounder,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Bothus_pantherinus,Actinopterygii,Bothidae,Bothus,pantherinus,https://www.fishbase.us/summary/Bothus-pantherinus.html,Leopard flounder,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,both_diurnal_and_nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Brama_sp.,Actinopterygii,Bramidae,Brama,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Branchiostegus_doliatus,Actinopterygii,Malacanthidae,Branchiostegus,doliatus,https://www.fishbase.us/summary/Branchiostegus-doliatus.html,Ribbed tilefish,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,invertivorous-targeting-mobile-invertebrate,https://doi.org/10.1098/rspb.2021.1712
Bryaninops_natans,Actinopterygii,Gobiidae,Bryaninops,natans,https://www.fishbase.us/summary/Bryaninops-natans.html,Redeye goby,,0-7cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Bryaninops_sp.,Actinopterygii,Gobiidae,Bryaninops,sp.,NA,NA,,,NA,,NA,,NA,,NA,,NA,,NA
Butis_butis,Actinopterygii,Eleotridae,Butis,butis,https://www.fishbase.us/summary/Butis-butis.html,Duckbill sleeper,,,NA,,NA,,NA,,NA,,NA,,NA
Caesio_caerulaurea,Actinopterygii,Caesionidae,Caesio,caerulaurea,https://www.fishbase.us/summary/Caesio-caerulaurea.html,Blue and gold fusilier,Caesio azuror,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Caesio_lunaris,Actinopterygii,Caesionidae,Caesio,lunaris,https://www.fishbase.us/summary/Caesio-lunaris.html,Lunar fusilier,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Caesio_striata,Actinopterygii,Caesionidae,Caesio,striata,https://www.fishbase.us/summary/Caesio-striata.html,Striated fusilier,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Caesio_suevica,Actinopterygii,Caesionidae,Caesio,suevica,https://www.fishbase.se/summary/Caesio-suevica.html,Suez fusilier,Fusilier de Suez,,NA,,NA,,NA,,NA,,NA,,NA
Caesio_teres,Actinopterygii,Caesionidae,Caesio,teres,https://www.fishbase.us/summary/Caesio-teres.html,Yellow and blueback fusilier,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Caesio_varilineata,Actinopterygii,Caesionidae,Caesio,varilineata,https://www.fishbase.us/summary/Caesio-varilineata.html,Variable-lined fusilier,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Caesio_xanthonota,Actinopterygii,Caesionidae,Caesio,xanthonota,https://www.fishbase.us/summary/Caesio-xanthonota.html,Yellowback fusilier,,30.1-50cm,https://doi.org/10.1098/rspb.2021.1712,mobile_between_reefs,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,>50_individuals,https://doi.org/10.1098/rspb.2021.1712,pelagic,https://doi.org/10.1098/rspb.2021.1712,planktivorous,https://doi.org/10.1098/rspb.2021.1712
Calloplesiops_altivelis,Actinopterygii,Plesiopidae,Calloplesiops,altivelis,https://www.fishbase.us/summary/Calloplesiops-altivelis.html,Comet,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,sedentary,https://doi.org/10.1098/rspb.2021.1712,nocturnal,https://doi.org/10.1098/rspb.2021.1712,solitary,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,piscivorous,https://doi.org/10.1098/rspb.2021.1712
Calotomus_carolinus,Actinopterygii,Scaridae,Calotomus,carolinus,https://www.fishbase.se/summary/Calotomus-carolinus.html,Stareye parrotfish,Perroquet des Carolines,30.1-50cm,to.verify.probably.fishbase,mobile_within_a_reef,to.verify.probably.fishbase,diurnal,to.verify.probably.fishbase,solitary,to.verify.probably.fishbase,benthic,to.verify.probably.fishbase,herbivorous-detritivorous,to.verify.probably.fishbase
Calotomus_spinidens,Actinopterygii,Scaridae,Calotomus,spinidens,https://www.fishbase.us/summary/Calotomus-spinidens.html,Spinytooth parrotfish,Kakatoi,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,herbivorous-detritivorous,https://doi.org/10.1098/rspb.2021.1712
Calotomus_viridescens,Actinopterygii,Scaridae,Calotomus,viridescens,https://www.fishbase.us/summary/Calotomus-viridescens.html,Viridescent parrotfish,,15.1-30cm,https://doi.org/10.1098/rspb.2021.1712,mobile_within_a_reef,https://doi.org/10.1098/rspb.2021.1712,diurnal,https://doi.org/10.1098/rspb.2021.1712,3_20_individuals,https://doi.org/10.1098/rspb.2021.1712,benthic,https://doi.org/10.1098/rspb.2021.1712,herbivorous-detritivorous,https://doi.org/10.1098/rspb.2021.1712
